Date;Filière;Valeur (TWh);Nature
1997-10;"Solar";0;Données Consolidées
1997-11;"Solar";0;Données Consolidées
1997-12;"Solar";0;Données Consolidées
1998-01;"Solar";0;Données Consolidées
1998-02;"Solar";0;Données Consolidées
1998-03;"Solar";0;Données Consolidées
1998-04;"Solar";0;Données Consolidées
1998-05;"Solar";0;Données Consolidées
1998-06;"Solar";0;Données Consolidées
1998-07;"Solar";0;Données Consolidées
1998-08;"Solar";0;Données Consolidées
1998-09;"Solar";0;Données Consolidées
1998-10;"Solar";0;Données Consolidées
1998-11;"Solar";0;Données Consolidées
1998-12;"Solar";0;Données Consolidées
1999-01;"Solar";0;Données Consolidées
1999-02;"Solar";0;Données Consolidées
1999-03;"Solar";0;Données Consolidées
1999-04;"Solar";0;Données Consolidées
1999-05;"Solar";0;Données Consolidées
1999-06;"Solar";0;Données Consolidées
1999-07;"Solar";0;Données Consolidées
1999-08;"Solar";0;Données Consolidées
1999-09;"Solar";0;Données Consolidées
1999-10;"Solar";0;Données Consolidées
1999-11;"Solar";0;Données Consolidées
1999-12;"Solar";0;Données Consolidées
2000-01;"Solar";0;Données Consolidées
2000-02;"Solar";0;Données Consolidées
2000-03;"Solar";0;Données Consolidées
2000-04;"Solar";0;Données Consolidées
2000-05;"Solar";0;Données Consolidées
2000-06;"Solar";0;Données Consolidées
2000-07;"Solar";0;Données Consolidées
2000-08;"Solar";0;Données Consolidées
2000-09;"Solar";0;Données Consolidées
2000-10;"Solar";0;Données Consolidées
2000-11;"Solar";0;Données Consolidées
2000-12;"Solar";0;Données Consolidées
2001-01;"Solar";0;Données Consolidées
2001-02;"Solar";0;Données Consolidées
2001-03;"Solar";0;Données Consolidées
2001-04;"Solar";0;Données Consolidées
2001-05;"Solar";0;Données Consolidées
2001-06;"Solar";0;Données Consolidées
2001-07;"Solar";0;Données Consolidées
2001-08;"Solar";0;Données Consolidées
2001-09;"Solar";0;Données Consolidées
2001-10;"Solar";0;Données Consolidées
2001-11;"Solar";0;Données Consolidées
2001-12;"Solar";0;Données Consolidées
2002-01;"Solar";0;Données Consolidées
2002-02;"Solar";0;Données Consolidées
2002-03;"Solar";0;Données Consolidées
2002-04;"Solar";0;Données Consolidées
2002-05;"Solar";0;Données Consolidées
2002-06;"Solar";0;Données Consolidées
2002-07;"Solar";0;Données Consolidées
2002-08;"Solar";0;Données Consolidées
2002-09;"Solar";0;Données Consolidées
2002-10;"Solar";0;Données Consolidées
2002-11;"Solar";0;Données Consolidées
2002-12;"Solar";0;Données Consolidées
2003-01;"Solar";0;Données Consolidées
2003-02;"Solar";0;Données Consolidées
2003-03;"Solar";0;Données Consolidées
2003-04;"Solar";0;Données Consolidées
2003-05;"Solar";0;Données Consolidées
2003-06;"Solar";0;Données Consolidées
2003-07;"Solar";0;Données Consolidées
2003-08;"Solar";0;Données Consolidées
2003-09;"Solar";0;Données Consolidées
2003-10;"Solar";0;Données Consolidées
2003-11;"Solar";0;Données Consolidées
2003-12;"Solar";0;Données Consolidées
2004-01;"Solar";0;Données Consolidées
2004-02;"Solar";0;Données Consolidées
2004-03;"Solar";0;Données Consolidées
2004-04;"Solar";0;Données Consolidées
2004-05;"Solar";0;Données Consolidées
2004-06;"Solar";0;Données Consolidées
2004-07;"Solar";0;Données Consolidées
2004-08;"Solar";0;Données Consolidées
2004-09;"Solar";0;Données Consolidées
2004-10;"Solar";0;Données Consolidées
2004-11;"Solar";0;Données Consolidées
2004-12;"Solar";0;Données Consolidées
2005-01;"Solar";0;Données Consolidées
2005-02;"Solar";0;Données Consolidées
2005-03;"Solar";0;Données Consolidées
2005-04;"Solar";0;Données Consolidées
2005-05;"Solar";0;Données Consolidées
2005-06;"Solar";0;Données Consolidées
2005-07;"Solar";0;Données Consolidées
2005-08;"Solar";0;Données Consolidées
2005-09;"Solar";0;Données Consolidées
2005-10;"Solar";0;Données Consolidées
2005-11;"Solar";0;Données Consolidées
2005-12;"Solar";0;Données Consolidées
2006-01;"Solar";0;Données Consolidées
2006-02;"Solar";0;Données Consolidées
2006-03;"Solar";0;Données Consolidées
2006-04;"Solar";0;Données Consolidées
2006-05;"Solar";0;Données Consolidées
2006-06;"Solar";0;Données Consolidées
2006-07;"Solar";0;Données Consolidées
2006-08;"Solar";0;Données Consolidées
2006-09;"Solar";0;Données Consolidées
2006-10;"Solar";0;Données Consolidées
2006-11;"Solar";0;Données Consolidées
2006-12;"Solar";0;Données Consolidées
2007-01;"Solar";0;Données Consolidées
2007-02;"Solar";0;Données Consolidées
2007-03;"Solar";0;Données Consolidées
2007-04;"Solar";0;Données Consolidées
2007-05;"Solar";0;Données Consolidées
2007-06;"Solar";0;Données Consolidées
2007-07;"Solar";0;Données Consolidées
2007-08;"Solar";0;Données Consolidées
2007-09;"Solar";0;Données Consolidées
2007-10;"Solar";0;Données Consolidées
2007-11;"Solar";0;Données Consolidées
2007-12;"Solar";0;Données Consolidées
2008-01;"Solar";0,00128734;Données Consolidées
2008-02;"Solar";0,00154282;Données Consolidées
2008-03;"Solar";0,00173701;Données Consolidées
2008-04;"Solar";0,00204809;Données Consolidées
2008-05;"Solar";0,00203494;Données Consolidées
2008-06;"Solar";0,00209387;Données Consolidées
2008-07;"Solar";0,00297275;Données Consolidées
2008-08;"Solar";0,00273997;Données Consolidées
2008-09;"Solar";0,00292205;Données Consolidées
2008-10;"Solar";0,00253324;Données Consolidées
2008-11;"Solar";0,00202054;Données Consolidées
2008-12;"Solar";0,00187128;Données Consolidées
2009-01;"Solar";0,005;Données Consolidées
2009-02;"Solar";0,007;Données Consolidées
2009-03;"Solar";0,012;Données Consolidées
2009-04;"Solar";0,012;Données Consolidées
2009-05;"Solar";0,016;Données Consolidées
2009-06;"Solar";0,018;Données Consolidées
2009-07;"Solar";0,021;Données Consolidées
2009-08;"Solar";0,021;Données Consolidées
2009-09;"Solar";0,018;Données Consolidées
2009-10;"Solar";0,015;Données Consolidées
2009-11;"Solar";0,009;Données Consolidées
2009-12;"Solar";0,007;Données Consolidées
2010-01;"Solar";0,01;Données Consolidées
2010-02;"Solar";0,016;Données Consolidées
2010-03;"Solar";0,031;Données Consolidées
2010-04;"Solar";0,045;Données Consolidées
2010-05;"Solar";0,054;Données Consolidées
2010-06;"Solar";0,055;Données Consolidées
2010-07;"Solar";0,069;Données Consolidées
2010-08;"Solar";0,074;Données Consolidées
2010-09;"Solar";0,074;Données Consolidées
2010-10;"Solar";0,058;Données Consolidées
2010-11;"Solar";0,032;Données Consolidées
2010-12;"Solar";0,03;Données Consolidées
2011-01;"Solar";0,048;Données Consolidées
2011-02;"Solar";0,066;Données Consolidées
2011-03;"Solar";0,126;Données Consolidées
2011-04;"Solar";0,19;Données Consolidées
2011-05;"Solar";0,225;Données Consolidées
2011-06;"Solar";0,214;Données Consolidées
2011-07;"Solar";0,249;Données Consolidées
2011-08;"Solar";0,271;Données Consolidées
2011-09;"Solar";0,251;Données Consolidées
2011-10;"Solar";0,208;Données Consolidées
2011-11;"Solar";0,12;Données Consolidées
2011-12;"Solar";0,099;Données Consolidées
2012-01;"Solar";0,125;Données Consolidées
2012-02;"Solar";0,216;Données Consolidées
2012-03;"Solar";0,356;Données Consolidées
2012-04;"Solar";0,329;Données Consolidées
2012-05;"Solar";0,454;Données Consolidées
2012-06;"Solar";0,483;Données Consolidées
2012-07;"Solar";0,544;Données Consolidées
2012-08;"Solar";0,536;Données Consolidées
2012-09;"Solar";0,413;Données Consolidées
2012-10;"Solar";0,283;Données Consolidées
2012-11;"Solar";0,182;Données Consolidées
2012-12;"Solar";0,149;Données Consolidées
2013-01;"Solar";0,146;Données Consolidées
2013-02;"Solar";0,23;Données Consolidées
2013-03;"Solar";0,344;Données Consolidées
2013-04;"Solar";0,434;Données Consolidées
2013-05;"Solar";0,503;Données Consolidées
2013-06;"Solar";0,563;Données Consolidées
2013-07;"Solar";0,658;Données Consolidées
2013-08;"Solar";0,602;Données Consolidées
2013-09;"Solar";0,463;Données Consolidées
2013-10;"Solar";0,32;Données Consolidées
2013-11;"Solar";0,183;Données Consolidées
2013-12;"Solar";0,216;Données Consolidées
2014-01;"Solar";0,176269528;Données Consolidées
2014-02;"Solar";0,262552421;Données Consolidées
2014-03;"Solar";0,53408534;Données Consolidées
2014-04;"Solar";0,584097606;Données Consolidées
2014-05;"Solar";0,68133538;Données Consolidées
2014-06;"Solar";0,763174562;Données Consolidées
2014-07;"Solar";0,685904926;Données Consolidées
2014-08;"Solar";0,694138051;Données Consolidées
2014-09;"Solar";0,640237965;Données Consolidées
2014-10;"Solar";0,479780474;Données Consolidées
2014-11;"Solar";0,244358673;Données Consolidées
2014-12;"Solar";0,190198034;Données Consolidées
2015-01;"Solar";0,251777314;Données Consolidées
2015-02;"Solar";0,358825449;Données Consolidées
2015-03;"Solar";0,536985285;Données Consolidées
2015-04;"Solar";0,782696397;Données Consolidées
2015-05;"Solar";0,843480527;Données Consolidées
2015-06;"Solar";0,951574511;Données Consolidées
2015-07;"Solar";0,943073496;Données Consolidées
2015-08;"Solar";0,851524067;Données Consolidées
2015-09;"Solar";0,715763506;Données Consolidées
2015-10;"Solar";0,512350133;Données Consolidées
2015-11;"Solar";0,376561335;Données Consolidées
2015-12;"Solar";0,306025164;Données Consolidées
2016-01;"Solar";0,275822869;Données Consolidées
2016-02;"Solar";0,409533025;Données Consolidées
2016-03;"Solar";0,675006272;Données Consolidées
2016-04;"Solar";0,794985625;Données Consolidées
2016-05;"Solar";0,930777967;Données Consolidées
2016-06;"Solar";0,908886073;Données Consolidées
2016-07;"Solar";1,067841828;Données Consolidées
2016-08;"Solar";1,059874987;Données Consolidées
2016-09;"Solar";0,822057626;Données Consolidées
2016-10;"Solar";0,726086999;Données Consolidées
2016-11;"Solar";0,368047649;Données Consolidées
2016-12;"Solar";0,368126449;Données Consolidées
2017-01;"Solar";0,362793975;Données Consolidées
2017-02;"Solar";0,430100124;Données Consolidées
2017-03;"Solar";0,701752342;Données Consolidées
2017-04;"Solar";1,04185125;Données Consolidées
2017-05;"Solar";1,087552083;Données Consolidées
2017-06;"Solar";1,127582651;Données Consolidées
2017-07;"Solar";1,079259644;Données Consolidées
2017-08;"Solar";1,049674863;Données Consolidées
2017-09;"Solar";0,820290726;Données Consolidées
2017-10;"Solar";0,713655149;Données Consolidées
2017-11;"Solar";0,454289947;Données Consolidées
2017-12;"Solar";0,276916365;Données Consolidées
2018-01;"Solar";0,27443146633596;Données Consolidées
2018-02;"Solar";0,51926544749205;Données Consolidées
2018-03;"Solar";0,76575109034734;Données Consolidées
2018-04;"Solar";1,0075896729268;Données Consolidées
2018-05;"Solar";1,1409715720581;Données Consolidées
2018-06;"Solar";1,2852383878689;Données Consolidées
2018-07;"Solar";1,4286785472911;Données Consolidées
2018-08;"Solar";1,3158634647922;Données Consolidées
2018-09;"Solar";1,1618759291671;Données Consolidées
2018-10;"Solar";0,78785383338022;Données Consolidées
2018-11;"Solar";0,47079680618343;Données Consolidées
2018-12;"Solar";0,28292484382302;Données Consolidées
2019-01;"Solar";0,41701082877612;Données Consolidées
2019-02;"Solar";0,77246851184789;Données Consolidées
2019-03;"Solar";1,0995880139427;Données Consolidées
2019-04;"Solar";1,1090380353077;Données Consolidées
2019-05;"Solar";1,3616722609494;Données Consolidées
2019-06;"Solar";1,4448772593106;Données Consolidées
2019-07;"Solar";1,5440225972436;Données Consolidées
2019-08;"Solar";1,4245678175594;Données Consolidées
2019-09;"Solar";1,191449196306;Données Consolidées
2019-10;"Solar";0,76220423939038;Données Consolidées
2019-11;"Solar";0,44659686282604;Données Consolidées
2019-12;"Solar";0,42761293168344;Données Consolidées
2020-01;"Solar";0,467434280834;Données Consolidées
2020-02;"Solar";0,707384487667;Données Consolidées
2020-03;"Solar";1,014251105831;Données Consolidées
2020-04;"Solar";1,260139453332;Données Consolidées
2020-05;"Solar";1,542717631;Données Consolidées
2020-06;"Solar";1,468288066001;Données Consolidées
2020-07;"Solar";1,690025896503;Données Consolidées
2020-08;"Solar";1,503494245333;Données Consolidées
2020-09;"Solar";1,220484958665;Données Consolidées
2020-10;"Solar";0,767880414168;Données Consolidées
2020-11;"Solar";0,659604417333;Données Consolidées
2020-12;"Solar";0,352886082334;Données Consolidées
2021-01;"Solar";0,43441676313803;Données Consolidées
2021-02;"Solar";0,62933056112028;Données Consolidées
2021-03;"Solar";1,2282746714972;Données Consolidées
2021-04;"Solar";1,5329920513628;Données Consolidées
2021-05;"Solar";1,5713944058935;Données Consolidées
2021-06;"Solar";1,638450743638;Données Consolidées
2021-07;"Solar";1,675422414676;Données Consolidées
2021-08;"Solar";1,7034103548343;Données Consolidées
2021-09;"Solar";1,4131505709554;Données Consolidées
2021-10;"Solar";1,2008478288187;Données Consolidées
2021-11;"Solar";0,66226059981884;Données Consolidées
2021-12;"Solar";0,53170627824574;Données Consolidées
2022-01;"Solar";0,791973800452;Données Consolidées
2022-02;"Solar";1,02353173139;Données Consolidées
2022-03;"Solar";1,408575352059;Données Consolidées
2022-04;"Solar";1,816527003154;Données Consolidées
2022-05;"Solar";2,367778703529;Données Consolidées
2022-06;"Solar";2,27009719597;Données Consolidées
2022-07;"Solar";2,669213120647;Données Consolidées
2022-08;"Solar";2,346857337797;Données Consolidées
2022-09;"Solar";1,849160108003;Données Consolidées
2022-10;"Solar";1,308720964339;Données Consolidées
2022-11;"Solar";0,839241059179;Données Consolidées
2022-12;"Solar";0,494917422282;Données Consolidées
2023-01;"Solar";0,648170692547;Données Consolidées
2023-02;"Solar";1,298805736086;Données Consolidées
2023-03;"Solar";1,70255832476;Données Consolidées
2023-04;"Solar";2,227384923126;Données Consolidées
2023-05;"Solar";2,6087790183;Données Consolidées
2023-06;"Solar";2,772061244481;Données Consolidées
2023-07;"Solar";2,803694003489;Données Consolidées
2023-08;"Solar";2,681674067646;Données Consolidées
2023-09;"Solar";2,372967564559;Données Consolidées
2023-10;"Solar";1,687202077603;Données Consolidées
2023-11;"Solar";0,947276560944;Données Consolidées
2023-12;"Solar";0,734907035055;Données Consolidées
2024-01;"Solar";0,868187082365;Données Consolidées
2024-02;"Solar";1,109758737259;Données Consolidées
2024-03;"Solar";1,995817035691;Données Consolidées
2024-04;"Solar";2,428035153726;Données Consolidées
2024-05;"Solar";2,708447227664;Données Consolidées
2024-06;"Solar";2,908955298519;Données Consolidées
2024-07;"Solar";3,310858225493;Données Consolidées
2024-08;"Solar";3,295965214994;Données Consolidées
2024-09;"Solar";2,346641180723;Données Consolidées
2024-10;"Solar";1,685079910982;Données Consolidées
2024-11;"Solar";1,199894881949;Données Consolidées
2024-12;"Solar";0,910300391283;Données Consolidées
2025-01;"Solar";1,047668195855;Données Consolidées
2025-02;"Solar";1,616619966499;Données Consolidées
2025-03;"Solar";2,708487610956;Données Consolidées
2025-04;"Solar";3,128944874788;Données Consolidées
2025-05;"Solar";3,681996973754;Données Consolidées
2025-06;"Solar";4,013398382614;Données Consolidées
2025-07;"Solar";4,516413599249;Données Consolidées
2025-08;"Solar";4,012690419395;Données Consolidées
2025-09;"Solar";3,015073043945;Données Consolidées
2025-10;"Solar";2,534586920924;Données Consolidées
2025-11;"Solar";1,515624016814;Données Consolidées
2025-12;"Solar";1,071545454501;Données Consolidées
2026-01;"Solar";1,623562593478;Données Consolidées
2026-02;"Solar";1,460529;Données provisoires
1995-01;"Fossil-fired thermal";3,697;Données Consolidées
1995-02;"Fossil-fired thermal";1,931;Données Consolidées
1995-03;"Fossil-fired thermal";3,339;Données Consolidées
1995-04;"Fossil-fired thermal";2,711;Données Consolidées
1995-05;"Fossil-fired thermal";2,152;Données Consolidées
1995-06;"Fossil-fired thermal";2,675;Données Consolidées
1995-07;"Fossil-fired thermal";2,972;Données Consolidées
1995-08;"Fossil-fired thermal";2,181;Données Consolidées
1995-09;"Fossil-fired thermal";3,622;Données Consolidées
1995-10;"Fossil-fired thermal";3,081;Données Consolidées
1995-11;"Fossil-fired thermal";4,51;Données Consolidées
1995-12;"Fossil-fired thermal";3,931;Données Consolidées
1996-01;"Fossil-fired thermal";3,889;Données Consolidées
1996-02;"Fossil-fired thermal";5,196;Données Consolidées
1996-03;"Fossil-fired thermal";4,465;Données Consolidées
1996-04;"Fossil-fired thermal";3,036;Données Consolidées
1996-05;"Fossil-fired thermal";2,443;Données Consolidées
1996-06;"Fossil-fired thermal";2,818;Données Consolidées
1996-07;"Fossil-fired thermal";2,685;Données Consolidées
1996-08;"Fossil-fired thermal";1,105;Données Consolidées
1996-09;"Fossil-fired thermal";2,798;Données Consolidées
1996-10;"Fossil-fired thermal";3,908;Données Consolidées
1996-11;"Fossil-fired thermal";4,327;Données Consolidées
1996-12;"Fossil-fired thermal";5,011;Données Consolidées
1997-01;"Fossil-fired thermal";6,65;Données Consolidées
1997-02;"Fossil-fired thermal";4,244;Données Consolidées
1997-03;"Fossil-fired thermal";2,296;Données Consolidées
1997-04;"Fossil-fired thermal";2,173;Données Consolidées
1997-05;"Fossil-fired thermal";1,47;Données Consolidées
1997-06;"Fossil-fired thermal";1,933;Données Consolidées
1997-07;"Fossil-fired thermal";1,51;Données Consolidées
1997-08;"Fossil-fired thermal";1,586;Données Consolidées
1997-09;"Fossil-fired thermal";2,492;Données Consolidées
1997-10;"Fossil-fired thermal";3,999;Données Consolidées
1997-11;"Fossil-fired thermal";4,311;Données Consolidées
1997-12;"Fossil-fired thermal";5,117;Données Consolidées
1998-01;"Fossil-fired thermal";4,842;Données Consolidées
1998-02;"Fossil-fired thermal";4,421;Données Consolidées
1998-03;"Fossil-fired thermal";5,349;Données Consolidées
1998-04;"Fossil-fired thermal";5,34;Données Consolidées
1998-05;"Fossil-fired thermal";3,011;Données Consolidées
1998-06;"Fossil-fired thermal";2,955;Données Consolidées
1998-07;"Fossil-fired thermal";3,845;Données Consolidées
1998-08;"Fossil-fired thermal";2,868;Données Consolidées
1998-09;"Fossil-fired thermal";3,128;Données Consolidées
1998-10;"Fossil-fired thermal";3,36;Données Consolidées
1998-11;"Fossil-fired thermal";5,7;Données Consolidées
1998-12;"Fossil-fired thermal";7,841;Données Consolidées
1999-01;"Fossil-fired thermal";5,953;Données Consolidées
1999-02;"Fossil-fired thermal";6,197;Données Consolidées
1999-03;"Fossil-fired thermal";4,792;Données Consolidées
1999-04;"Fossil-fired thermal";3,035;Données Consolidées
1999-05;"Fossil-fired thermal";1,965;Données Consolidées
1999-06;"Fossil-fired thermal";2,324;Données Consolidées
1999-07;"Fossil-fired thermal";2,594;Données Consolidées
1999-08;"Fossil-fired thermal";1,95;Données Consolidées
1999-09;"Fossil-fired thermal";3,051;Données Consolidées
1999-10;"Fossil-fired thermal";3,606;Données Consolidées
1999-11;"Fossil-fired thermal";6,015;Données Consolidées
1999-12;"Fossil-fired thermal";7,216;Données Consolidées
2000-01;"Fossil-fired thermal";8,09;Données Consolidées
2000-02;"Fossil-fired thermal";6,571;Données Consolidées
2000-03;"Fossil-fired thermal";4,908;Données Consolidées
2000-04;"Fossil-fired thermal";4,381;Données Consolidées
2000-05;"Fossil-fired thermal";1,606;Données Consolidées
2000-06;"Fossil-fired thermal";2,351;Données Consolidées
2000-07;"Fossil-fired thermal";2,561;Données Consolidées
2000-08;"Fossil-fired thermal";2,092;Données Consolidées
2000-09;"Fossil-fired thermal";2,782;Données Consolidées
2000-10;"Fossil-fired thermal";3,859;Données Consolidées
2000-11;"Fossil-fired thermal";5,291;Données Consolidées
2000-12;"Fossil-fired thermal";5,387;Données Consolidées
2001-01;"Fossil-fired thermal";4,891;Données Consolidées
2001-02;"Fossil-fired thermal";4,678;Données Consolidées
2001-03;"Fossil-fired thermal";4,489;Données Consolidées
2001-04;"Fossil-fired thermal";2,595;Données Consolidées
2001-05;"Fossil-fired thermal";2,198;Données Consolidées
2001-06;"Fossil-fired thermal";2,28;Données Consolidées
2001-07;"Fossil-fired thermal";1,781;Données Consolidées
2001-08;"Fossil-fired thermal";1,369;Données Consolidées
2001-09;"Fossil-fired thermal";1,827;Données Consolidées
2001-10;"Fossil-fired thermal";2,802;Données Consolidées
2001-11;"Fossil-fired thermal";7,119;Données Consolidées
2001-12;"Fossil-fired thermal";8,761;Données Consolidées
2002-01;"Fossil-fired thermal";8,19;Données Consolidées
2002-02;"Fossil-fired thermal";6,635;Données Consolidées
2002-03;"Fossil-fired thermal";6,022;Données Consolidées
2002-04;"Fossil-fired thermal";3,848;Données Consolidées
2002-05;"Fossil-fired thermal";2,671;Données Consolidées
2002-06;"Fossil-fired thermal";2,294;Données Consolidées
2002-07;"Fossil-fired thermal";2,409;Données Consolidées
2002-08;"Fossil-fired thermal";1,692;Données Consolidées
2002-09;"Fossil-fired thermal";2,905;Données Consolidées
2002-10;"Fossil-fired thermal";3,862;Données Consolidées
2002-11;"Fossil-fired thermal";5,05;Données Consolidées
2002-12;"Fossil-fired thermal";6,003;Données Consolidées
2003-01;"Fossil-fired thermal";7,197;Données Consolidées
2003-02;"Fossil-fired thermal";6,832;Données Consolidées
2003-03;"Fossil-fired thermal";5,839;Données Consolidées
2003-04;"Fossil-fired thermal";3,916;Données Consolidées
2003-05;"Fossil-fired thermal";2,437;Données Consolidées
2003-06;"Fossil-fired thermal";2,509;Données Consolidées
2003-07;"Fossil-fired thermal";2,945;Données Consolidées
2003-08;"Fossil-fired thermal";2,924;Données Consolidées
2003-09;"Fossil-fired thermal";3,371;Données Consolidées
2003-10;"Fossil-fired thermal";4,441;Données Consolidées
2003-11;"Fossil-fired thermal";6,153;Données Consolidées
2003-12;"Fossil-fired thermal";6,301;Données Consolidées
2004-01;"Fossil-fired thermal";6,332;Données Consolidées
2004-02;"Fossil-fired thermal";6,197;Données Consolidées
2004-03;"Fossil-fired thermal";7,036;Données Consolidées
2004-04;"Fossil-fired thermal";4,087;Données Consolidées
2004-05;"Fossil-fired thermal";2,885;Données Consolidées
2004-06;"Fossil-fired thermal";2,913;Données Consolidées
2004-07;"Fossil-fired thermal";2,439;Données Consolidées
2004-08;"Fossil-fired thermal";2,631;Données Consolidées
2004-09;"Fossil-fired thermal";2,99;Données Consolidées
2004-10;"Fossil-fired thermal";3,343;Données Consolidées
2004-11;"Fossil-fired thermal";5,986;Données Consolidées
2004-12;"Fossil-fired thermal";6,755;Données Consolidées
2005-01;"Fossil-fired thermal";6,748;Données Consolidées
2005-02;"Fossil-fired thermal";7,51;Données Consolidées
2005-03;"Fossil-fired thermal";7,584;Données Consolidées
2005-04;"Fossil-fired thermal";4,064;Données Consolidées
2005-05;"Fossil-fired thermal";2,692;Données Consolidées
2005-06;"Fossil-fired thermal";2,906;Données Consolidées
2005-07;"Fossil-fired thermal";3,312;Données Consolidées
2005-08;"Fossil-fired thermal";2,005;Données Consolidées
2005-09;"Fossil-fired thermal";3,124;Données Consolidées
2005-10;"Fossil-fired thermal";3,712;Données Consolidées
2005-11;"Fossil-fired thermal";7,271;Données Consolidées
2005-12;"Fossil-fired thermal";8,722;Données Consolidées
2006-01;"Fossil-fired thermal";8,577;Données Consolidées
2006-02;"Fossil-fired thermal";8,067;Données Consolidées
2006-03;"Fossil-fired thermal";7,793;Données Consolidées
2006-04;"Fossil-fired thermal";1,987;Données Consolidées
2006-05;"Fossil-fired thermal";1,517;Données Consolidées
2006-06;"Fossil-fired thermal";2,181;Données Consolidées
2006-07;"Fossil-fired thermal";2,822;Données Consolidées
2006-08;"Fossil-fired thermal";1,884;Données Consolidées
2006-09;"Fossil-fired thermal";2,728;Données Consolidées
2006-10;"Fossil-fired thermal";3,078;Données Consolidées
2006-11;"Fossil-fired thermal";6,334;Données Consolidées
2006-12;"Fossil-fired thermal";6,88;Données Consolidées
2007-01;"Fossil-fired thermal";6,524;Données Consolidées
2007-02;"Fossil-fired thermal";5,87;Données Consolidées
2007-03;"Fossil-fired thermal";6,34;Données Consolidées
2007-04;"Fossil-fired thermal";3,589;Données Consolidées
2007-05;"Fossil-fired thermal";2,835;Données Consolidées
2007-06;"Fossil-fired thermal";2,49;Données Consolidées
2007-07;"Fossil-fired thermal";2,589;Données Consolidées
2007-08;"Fossil-fired thermal";2,092;Données Consolidées
2007-09;"Fossil-fired thermal";2,942;Données Consolidées
2007-10;"Fossil-fired thermal";4,239;Données Consolidées
2007-11;"Fossil-fired thermal";7,57;Données Consolidées
2007-12;"Fossil-fired thermal";8,019;Données Consolidées
2008-01;"Fossil-fired thermal";7,007;Données Consolidées
2008-02;"Fossil-fired thermal";6,151;Données Consolidées
2008-03;"Fossil-fired thermal";6,408;Données Consolidées
2008-04;"Fossil-fired thermal";3,904;Données Consolidées
2008-05;"Fossil-fired thermal";1,954;Données Consolidées
2008-06;"Fossil-fired thermal";2,877;Données Consolidées
2008-07;"Fossil-fired thermal";2,525;Données Consolidées
2008-08;"Fossil-fired thermal";1,729;Données Consolidées
2008-09;"Fossil-fired thermal";3,094;Données Consolidées
2008-10;"Fossil-fired thermal";4,401;Données Consolidées
2008-11;"Fossil-fired thermal";6,074;Données Consolidées
2008-12;"Fossil-fired thermal";7,052;Données Consolidées
2009-01;"Fossil-fired thermal";7,933;Données Consolidées
2009-02;"Fossil-fired thermal";6,84;Données Consolidées
2009-03;"Fossil-fired thermal";6,151;Données Consolidées
2009-04;"Fossil-fired thermal";2,567;Données Consolidées
2009-05;"Fossil-fired thermal";1,787;Données Consolidées
2009-06;"Fossil-fired thermal";2,064;Données Consolidées
2009-07;"Fossil-fired thermal";2,368;Données Consolidées
2009-08;"Fossil-fired thermal";2,539;Données Consolidées
2009-09;"Fossil-fired thermal";3,583;Données Consolidées
2009-10;"Fossil-fired thermal";4,754;Données Consolidées
2009-11;"Fossil-fired thermal";6,594;Données Consolidées
2009-12;"Fossil-fired thermal";7,714;Données Consolidées
2010-01;"Fossil-fired thermal";8,801;Données Consolidées
2010-02;"Fossil-fired thermal";6,822;Données Consolidées
2010-03;"Fossil-fired thermal";7,25;Données Consolidées
2010-04;"Fossil-fired thermal";3,568;Données Consolidées
2010-05;"Fossil-fired thermal";2,843;Données Consolidées
2010-06;"Fossil-fired thermal";2,366;Données Consolidées
2010-07;"Fossil-fired thermal";2,953;Données Consolidées
2010-08;"Fossil-fired thermal";1,58;Données Consolidées
2010-09;"Fossil-fired thermal";2,965;Données Consolidées
2010-10;"Fossil-fired thermal";4,713;Données Consolidées
2010-11;"Fossil-fired thermal";7,024;Données Consolidées
2010-12;"Fossil-fired thermal";8,598;Données Consolidées
2011-01;"Fossil-fired thermal";6,599;Données Consolidées
2011-02;"Fossil-fired thermal";6,553;Données Consolidées
2011-03;"Fossil-fired thermal";6,807;Données Consolidées
2011-04;"Fossil-fired thermal";2,888;Données Consolidées
2011-05;"Fossil-fired thermal";3,228;Données Consolidées
2011-06;"Fossil-fired thermal";1,974;Données Consolidées
2011-07;"Fossil-fired thermal";1,672;Données Consolidées
2011-08;"Fossil-fired thermal";1,805;Données Consolidées
2011-09;"Fossil-fired thermal";2,749;Données Consolidées
2011-10;"Fossil-fired thermal";4,673;Données Consolidées
2011-11;"Fossil-fired thermal";7,081;Données Consolidées
2011-12;"Fossil-fired thermal";5,475;Données Consolidées
2012-01;"Fossil-fired thermal";5,399;Données Consolidées
2012-02;"Fossil-fired thermal";8,721;Données Consolidées
2012-03;"Fossil-fired thermal";5,276;Données Consolidées
2012-04;"Fossil-fired thermal";3,484;Données Consolidées
2012-05;"Fossil-fired thermal";1,772;Données Consolidées
2012-06;"Fossil-fired thermal";2,219;Données Consolidées
2012-07;"Fossil-fired thermal";2,221;Données Consolidées
2012-08;"Fossil-fired thermal";2,533;Données Consolidées
2012-09;"Fossil-fired thermal";2,45;Données Consolidées
2012-10;"Fossil-fired thermal";3,518;Données Consolidées
2012-11;"Fossil-fired thermal";5,189;Données Consolidées
2012-12;"Fossil-fired thermal";5,319;Données Consolidées
